Tiempo,Posición,Velocidad,Ángulo,Velocidad angular,Acción
0.0,-60.0,-4716.98,179.25,-51.46,-0.95226294
0.13893437385559082,-375.0,-9908.29,176.25,-135.11,-0.9616235
0.1798546314239502,-856.0,-13086.5,172.35,-119.69,-0.93217534
0.2171018123626709,-1373.0,-14346.86,168.15,-107.01,-0.91517055
0.25276947021484375,-1921.0,-15747.41,164.4,-94.01,-0.89965993
0.29270291328430176,-2584.0,-15844.52,161.1,-81.95,-0.87409556
0.33251023292541504,-3193.0,-16510.91,159.45,-35.05,-0.84549576
0.3715851306915283,-3792.0,-15925.58,159.15,11.83,-0.7370641
0.41069483757019043,-4424.0,-15306.12,160.35,47.1,-0.63403916
0.45116114616394043,-5039.0,-14413.99,163.65,94.52,-0.25917366
0.49101829528808594,-5264.0,85.85,171.0,244.68,0.3807934
0.5293552875518799,-5080.0,6942.12,-177.3,313.65,0.9863299
0.5682930946350098,-4734.0,10563.38,-164.55,331.64,0.9852404
0.6040148735046387,-4276.0,12707.8,-151.65,335.68,0.9747054
0.644944429397583,-3708.0,14317.18,-139.5,283.2,0.9424148
0.687192440032959,-3084.0,15224.86,-129.6,199.09,0.90256095
0.7286441326141357,-2443.0,15290.04,-123.75,82.76,0.8908123
0.7681488990783691,-1839.0,15728.22,-121.35,11.8,0.8910428
0.808711051940918,-1192.0,15830.72,-122.7,-58.78,0.8130941
0.8502144813537598,-550.0,15781.25,-128.1,-152.34,0.7018478
0.8909862041473389,91.0,14087.87,-138.15,-286.53,-0.20353113
0.9343843460083008,419.0,2730.38,-153.0,-435.15,-0.8847234
0.9737274646759033,259.0,-7036.42,-172.65,-546.36,-0.96165204
1.0103662014007568,-99.0,-11068.94,166.65,-604.84,-0.97911966
1.0502476692199707,-618.0,-13384.47,142.95,-563.56,-0.97233486
1.0915141105651855,-1195.0,-14085.59,121.8,-496.46,-0.87016106
1.1309044361114502,-1731.0,-13560.39,105.45,-366.6,-0.22383465
1.1703002452850342,-2222.0,-11969.36,92.85,-275.3,-0.24890172
1.2096199989318848,-2643.0,-10541.68,84.9,-170.29,-0.020333549
1.2497873306274414,-3040.0,-9580.44,81.0,-74.33,-0.21059409
1.290738582611084,-3409.0,-9545.75,81.3,37.03,-0.52041006
1.3310856819152832,-3821.0,-10979.18,86.1,158.59,-0.82415307
1.3703269958496094,-4307.0,-12941.92,95.55,284.09,-0.85675144
1.41194748878479,-4857.0,-13632.09,109.8,399.56,-0.7260133
1.4530673027038574,-5234.0,-3037.46,129.0,544.21,0.6323533
1.4928562641143799,-5080.0,6503.13,155.4,691.47,0.9589747
1.5349621772766113,-4649.0,11327.38,-172.35,765.79,0.974548
1.5774075984954834,-4168.0,13096.35,-143.85,748.36,0.9379224
1.6181151866912842,-3618.0,12910.8,-115.5,633.8,0.73994863
1.6611905097961426,-3093.0,12440.19,-92.1,526.32,0.4685487
1.7015318870544434,-2617.0,11487.79,-73.5,421.75,0.5000118
1.7425501346588135,-2171.0,10045.74,-59.4,294.02,-0.15889506
1.7828235626220703,-1935.0,86.48,-48.45,272.4,-0.95312375
1.8237075805664062,-2164.0,-7992.01,-37.35,262.24,-0.9680614
1.8648097515106201,-2605.0,-11939.1,-27.3,216.35,-0.90428555
1.9037132263183594,-3138.0,-14206.35,-18.3,214.29,-0.85411835
1.944007158279419,-3726.0,-14473.27,-10.65,189.81,-0.6593187
1.9849746227264404,-4287.0,-13809.52,-3.9,178.57,0.012373598
2.0247750282287598,-4643.0,-3441.16,0.75,51.62,0.8540118
2.065220355987549,-4550.0,3822.1,0.6,-26.06,0.58196306
2.105513095855713,-4422.0,264.92,-0.6,0.0,-0.6765913
2.141963005065918,-4513.0,-3105.59,1.8,38.82,-0.40647104
2.181363582611084,-4627.0,-1563.04,4.5,78.15,0.5344252
2.21828556060791,-4507.0,5576.86,4.8,13.07,0.98734725
2.2580645084381104,-4126.0,10612.04,2.55,-61.7,0.97366726
2.3005125522613525,-3731.0,6804.44,-0.15,-75.6,-0.5084964
2.341505765914917,-3733.0,-3783.97,2.1,38.7,-0.9877855
2.381110429763794,-3960.0,-4195.2,8.1,102.74,0.46681833
2.42014479637146,-3914.0,4189.47,10.5,51.3,0.9891105
2.4560513496398926,-3621.0,9418.1,11.25,12.61,0.9924243
2.4952616691589355,-3163.0,12545.1,11.4,36.9,0.9858191
2.5370194911956787,-2604.0,13988.87,11.25,0.0,0.82220805
2.5762438774108887,-2023.0,14574.71,12.3,0.0,0.7730889
2.6183578968048096,-1451.0,13835.26,14.1,60.33,0.256196
2.6584203243255615,-919.0,12167.42,18.15,121.67,-0.17446913
2.700465679168701,-480.0,9612.2,24.15,174.01,-0.3223471
2.742481231689453,-279.0,3261.24,34.5,283.21,-0.28790382
2.783870220184326,-138.0,4354.51,48.3,384.22,0.50840276
2.8244669437408447,43.0,4237.29,63.45,432.2,-0.31953183
2.864229202270508,44.0,-2239.06,84.6,568.38,-0.75756645
2.905198097229004,-83.0,-2224.5,108.9,654.52,0.2692975
2.9443070888519287,-93.0,864.45,138.15,790.98,0.36348104
2.9818520545959473,-66.0,-173.37,167.1,832.18,-0.44759408
3.0186827182769775,-118.0,-1439.21,-160.65,787.33,-0.2645011
3.06138014793396,-145.0,2383.38,-129.6,753.32,0.8799662
3.1012914180755615,-10.0,1783.29,-100.35,687.84,-0.39237055
3.143113851547241,-86.0,-4892.04,-76.8,493.42,-0.9559747
3.1827688217163086,-399.0,-7869.45,-55.65,472.17,0.22095416
3.2206969261169434,-494.0,1460.98,-41.85,296.49,0.9790748
3.259892225265503,-271.0,6052.45,-32.1,189.14,0.015741367
3.300773859024048,-176.0,-1462.49,-23.85,258.09,-0.84488857
3.3406803607940674,-258.0,1715.85,-13.8,244.51,0.9870941
3.3803231716156006,13.0,8881.14,-10.35,112.05,0.9815326
3.420196771621704,463.0,12033.4,-9.0,0.0,0.98657095
3.461897373199463,890.0,5587.54,-8.25,63.49,-0.78308004
3.501427173614502,979.0,5344.42,-3.3,152.7,0.9472107
3.540665626525879,1296.0,9970.34,-3.0,12.36,0.89980495
3.5759003162384033,1728.0,12381.11,-2.55,-12.3,0.9479189
3.61503267288208,2258.0,13888.89,-4.2,-59.87,0.88106453
3.656381368637085,2699.0,4676.87,-5.7,25.51,-0.88827354
3.6958351135253906,2731.0,3316.33,-1.2,127.55,0.73815894
3.737257719039917,2947.0,6623.64,-0.45,25.48,0.68411535
3.7791507244110107,3316.0,9950.25,-0.3,-12.44,0.9515725
3.821420669555664,3793.0,12977.71,-1.8,-47.77,0.91716194
3.860208511352539,4355.0,14687.3,-4.65,-71.07,0.7920311
3.9001612663269043,4804.0,6783.92,-7.65,-62.81,-0.7328422
3.9367988109588623,4748.0,-4811.0,-4.95,90.21,-0.9884396
3.9805407524108887,4506.0,173.31,0.6,64.99,0.96598756
4.027369737625122,4795.0,8187.04,-0.3,-50.64,0.84640473
4.075374126434326,5148.0,5060.73,-3.75,-139.17,0.6085584
4.1167004108428955,4999.0,-6373.7,-0.6,50.32,-0.9912866
4.160115718841553,4731.0,0.0,4.65,38.97,0.920648
4.205063581466675,4945.0,7120.53,4.35,0.0,0.72906244
4.246228456497192,5087.0,-1544.8,4.05,128.73,-0.059183843
4.289242744445801,4827.0,-7065.95,8.85,126.18,-0.59341836
4.334973096847534,4471.0,-8466.14,16.2,174.3,-0.40592518
4.376914024353027,4046.0,-9143.33,25.8,222.41,-0.3927607
4.425832748413086,3635.0,-8421.4,37.95,284.84,-0.104230165
4.473302841186523,3299.0,-6197.66,53.1,376.88,0.24648364
4.518869161605835,3118.0,-2742.54,70.5,449.95,0.1175461
4.562235116958618,2967.0,-4054.05,95.1,570.1,-0.7565093
4.6119208335876465,2659.0,-7338.39,126.45,680.24,-0.72462106
4.662066221237183,2277.0,-7449.25,161.7,761.3,-0.11639743
4.710189580917358,2010.0,-3258.69,-160.05,814.67,0.5980443
4.758601427078247,2012.0,0.0,-126.9,772.4,-0.05593442
4.800144910812378,1938.0,-4492.51,-96.3,623.96,-0.9327555
4.84206748008728,1528.0,-10271.76,-69.6,533.81,-0.35227445
4.8887481689453125,1235.0,-2492.27,-50.55,373.84,0.730997
4.931858062744141,1315.0,3089.6,-38.4,257.47,0.40672663
4.972222089767456,1493.0,4691.23,-29.25,217.5,0.32103294
5.01244044303894,1764.0,8247.25,-22.35,149.95,0.9570978
5.058081388473511,2221.0,12048.19,-20.25,48.84,0.919131
5.099931001663208,2619.0,2500.0,-20.1,64.66,-0.974035
5.144814729690552,2362.0,-8546.3,-14.1,161.8,-0.9777328
5.191529273986816,1958.0,-4179.46,-7.5,102.35,0.73076856
5.237180948257446,2052.0,5138.75,-7.65,-12.85,0.8899228
5.2792699337005615,2305.0,-259.43,-11.55,-12.97,-0.9595676
5.326830863952637,1988.0,-8880.7,-9.6,25.13,-0.9848187
5.37428092956543,1468.0,-13065.08,-6.6,60.12,-0.9634281
5.420591592788696,819.0,-14822.45,-2.85,83.23,-0.86224663
5.465343475341797,150.0,-14938.08,0.6,92.88,-0.08973342
5.5092997550964355,-457.0,-10505.58,4.2,36.93,0.49739772
5.556107997894287,-685.0,-3429.36,3.45,-38.58,0.32522976
5.599670171737671,-790.0,-5204.78,1.35,-89.59,-0.86587733
5.64214301109314,-1220.0,-10564.54,3.75,49.52,-0.9802905
5.6924827098846436,-1771.0,-9637.56,8.55,135.91,0.4019992
5.7429585456848145,-1874.0,2676.1,8.85,12.95,0.9852807
5.791858196258545,-1505.0,9570.96,5.55,-74.26,0.99111664
5.840146780014038,-1040.0,11367.33,1.05,-97.43,0.3290236
5.882180452346802,-678.0,1379.79,-2.25,-38.81,-0.98688596
5.92447304725647,-906.0,-8199.46,0.9,50.2,-0.97705674
5.966168165206909,-1315.0,-8993.4,7.2,136.14,0.38607544
6.010524272918701,-1432.0,2157.4,10.5,38.83,0.9866831
6.058871269226074,-1053.0,9937.58,9.6,-49.28,0.9917535
6.108191251754761,-399.0,14044.05,8.4,-47.88,0.9821038
6.16002082824707,262.0,15501.42,7.35,11.86,0.9543892
6.20563268661499,926.0,13849.09,5.55,-59.69,-0.18449576
6.250483751296997,1492.0,13602.7,7.05,72.44,0.93763566
6.2945520877838135,2116.0,9910.06,7.5,12.49,-0.49435815
6.341507434844971,2293.0,1982.76,15.3,181.03,-0.41056004
6.389038324356079,2297.0,0.0,23.7,260.69,0.252156
6.431189775466919,2291.0,0.0,35.1,274.39,-0.022846619
6.473749160766602,2290.0,0.0,49.35,357.65,-0.3930758
6.51959228515625,2184.0,-3646.54,67.35,483.38,-0.6425016
6.5616185665130615,1961.0,-4267.07,93.0,614.96,-0.022334997
6.60898494720459,1837.0,-1276.38,126.9,740.3,-0.07926452
6.6580095291137695,1822.0,-596.25,159.6,817.72,-0.41968673
6.700445890426636,1740.0,-2708.19,-165.45,799.76,-0.49136284
6.745958089828491,1586.0,-85.3,-127.35,754.86,0.62825954
6.795346260070801,1605.0,-3137.72,-96.6,597.86,-0.8034371
6.840375185012817,1257.0,-7912.96,-69.45,506.92,-0.1341059
6.889183282852173,992.0,-3242.32,-49.8,358.36,0.458713
6.934402942657471,953.0,-516.88,-37.8,232.6,-0.3220462
6.976572513580322,801.0,-5576.21,-27.15,215.44,-0.96871835
7.025804281234741,411.0,-8946.32,-16.2,248.51,-0.36016116
7.0728089809417725,131.0,-433.43,-7.95,156.03,0.9869466
7.116448640823364,376.0,8266.53,-6.45,37.58,0.98846465
7.159829378128052,881.0,11800.84,-8.7,-84.87,0.8889265
7.208230972290039,1360.0,2824.38,-11.4,-38.51,-0.98988825
7.254525899887085,1163.0,-7434.01,-8.1,100.23,-0.986726
7.298478126525879,812.0,-6661.05,-3.0,88.53,0.38745847
7.339873790740967,714.0,2508.65,-1.35,0.0,0.8516504
7.391432762145996,1004.0,6756.76,-4.8,-88.68,0.4420391
7.439838886260986,1188.0,-1128.08,-7.65,-26.03,-0.9877849
7.4826743602752686,906.0,-8713.14,-5.7,75.4,-0.98487276
7.525710821151733,471.0,-9803.92,-2.4,110.29,-0.010388262
7.5683934688568115,220.0,-690.13,-1.05,-64.7,0.8686706
7.610079526901245,305.0,-1997.22,-5.4,-143.28,-0.984102
7.658665418624878,-39.0,-10066.56,-3.75,37.44,-0.950462
7.704934358596802,-549.0,-12475.85,-1.65,60.37,-0.81203127
7.747285842895508,-1117.0,-13318.36,1.2,60.17,-0.36172497
7.79033899307251,-1693.0,-12020.01,4.35,48.4,-0.14314832
7.837297439575195,-2151.0,-10128.46,6.9,74.11,0.21998447
7.87887167930603,-2374.0,1043.12,7.5,-65.19,0.9485655
7.928135633468628,-2139.0,4787.96,3.3,-102.6,-0.36128503
7.973392724990845,-2159.0,-3958.69,3.0,0.0,-0.9857686
8.015464782714844,-2439.0,-7234.19,7.2,113.56,-0.20030575
8.05646800994873,-2623.0,606.8,9.75,39.01,0.9892292
8.098946332931519,-2371.0,8614.92,8.55,-62.73,0.99258226
