Tiempo,Posición,Velocidad,Ángulo,Velocidad angular,Acción
0.0,-66.0,-4867.87,179.4,-52.16,-0.9604146
0.13981032371520996,-381.0,-9741.32,176.55,-98.23,-0.97440493
0.17873716354370117,-855.0,-12647.15,172.35,-131.24,-0.97373635
0.21625733375549316,-1361.0,-14595.1,168.45,-105.93,-0.95134073
0.2529919147491455,-1948.0,-15698.59,164.55,-94.19,-0.9217824
0.29114603996276855,-2529.0,-16179.22,161.55,-93.34,-0.894227
0.32848501205444336,-3153.0,-16076.42,159.75,-46.6,-0.8535986
0.36628007888793945,-3738.0,-16045.71,159.3,0.0,-0.8060738
0.4024806022644043,-4333.0,-15907.67,160.2,35.09,-0.69184613
0.442065954208374,-4926.0,-15061.19,162.75,70.6,-0.56394553
0.48004651069641113,-5264.0,-2315.61,168.9,231.56,0.3358728
0.5189335346221924,-5136.0,5662.61,-179.7,304.26,0.9616128
0.5578658580780029,-4816.0,9719.93,-166.95,333.61,0.9802995
0.5971508026123047,-4351.0,12652.15,-153.45,336.32,0.9675923
0.6365516185760498,-3811.0,14227.0,-141.15,296.4,0.9534751
0.6762371063232422,-3239.0,15417.46,-131.55,213.47,0.91596717
0.7144708633422852,-2648.0,15286.92,-124.5,152.87,0.8215388
0.7521400451660156,-2098.0,15389.45,-121.5,58.89,0.7858456
0.7887825965881348,-1526.0,15335.93,-121.5,-24.34,0.74731565
0.8251810073852539,-982.0,15251.57,-124.65,-129.72,0.711406
0.8636724948883057,-400.0,15067.84,-130.95,-201.17,0.6353531
0.9003887176513672,86.0,11832.43,-140.85,-299.81,-0.33381864
0.9369878768920898,236.0,-606.38,-155.25,-454.78,-0.97947645
0.9773678779602051,-26.0,-9028.23,-175.8,-517.07,-0.9875288
1.0161423683166504,-475.0,-12154.43,161.25,-595.81,-0.9801277
1.0559165477752686,-1009.0,-14086.69,138.9,-557.28,-0.96792746
1.0946671962738037,-1556.0,-14469.2,120.15,-464.25,-0.91443163
1.133549451828003,-2117.0,-14006.92,104.4,-354.11,-0.17412204
1.171337366104126,-2601.0,-11950.59,92.85,-252.65,0.10000394
1.2105462551116943,-3001.0,-10189.11,85.5,-158.95,-0.2640724
1.2504286766052246,-3386.0,-9755.29,82.2,-74.4,-0.35874134
1.2880995273590088,-3740.0,-8789.39,83.4,74.63,-0.26686418
1.3280980587005615,-4099.0,-10182.47,87.9,158.85,-0.8852708
1.3663699626922607,-4550.0,-12284.62,97.35,275.21,-0.92676485
1.403615951538086,-5037.0,-13415.4,109.95,390.63,-0.80525887
1.443086862564087,-5237.0,255.62,128.1,485.69,0.81262517
1.4811303615570068,-5032.0,7461.46,151.35,664.15,0.96357626
1.5204894542694092,-4609.0,11758.21,179.1,686.55,0.95691055
1.5607023239135742,-4093.0,13248.67,-151.65,717.31,0.8256951
1.5988729000091553,-3617.0,12352.57,-126.6,645.52,0.24011174
1.6382465362548828,-3175.0,10148.2,-103.35,531.57,0.08621878
1.679105520248413,-2832.0,8032.46,-85.2,409.9,0.17388244
1.718116283416748,-2527.0,7921.95,-70.95,325.22,0.50569785
1.7588081359863281,-2240.0,4185.17,-61.5,192.18,-0.5118894
1.8013577461242676,-2259.0,-2071.82,-53.85,129.49,-0.5749174
1.8430652618408203,-2386.0,-3190.76,-49.2,90.55,-0.2546922
1.8828935623168945,-2540.0,-4957.27,-48.9,-38.46,-0.61068517
1.9199488162994385,-2721.0,-4127.97,-49.8,-77.4,0.47350198
1.9585599899291992,-2720.0,523.01,-56.1,-196.13,0.26116425
1.9969706535339355,-2739.0,-2414.63,-66.9,-349.26,-0.7060144
2.038928270339966,-2957.0,-6446.75,-79.5,-376.76,-0.50437903
2.0780832767486572,-3129.0,516.53,-96.6,-477.79,0.8760827
2.1188747882843018,-3076.0,-2367.26,-119.7,-646.77,-0.9120369
2.158052921295166,-3383.0,-10158.01,-146.1,-725.57,-0.88040984
2.198657751083374,-3847.0,-12152.78,-177.75,-793.09,-0.7426561
2.239877700805664,-4360.0,-12538.7,150.45,-789.47,-0.60406065
2.28164005279541,-4746.0,-7180.16,122.4,-685.38,0.44815645
2.32112717628479,-4890.0,-2708.19,97.95,-533.18,-0.20740804
2.36266827583313,-5010.0,-4205.92,79.2,-416.39,-0.78409255
2.4020020961761475,-4998.0,3718.73,64.5,-418.36,-0.24417774
2.4404027462005615,-4903.0,-777.74,54.3,-285.17,-0.87527674
2.4798290729522705,-5064.0,-2923.98,49.2,-90.3,-0.38895163
2.5207765102386475,-4897.0,6403.77,44.4,-88.47,0.9228244
2.5589728355407715,-4617.0,7171.45,41.85,0.0,-0.20993273
2.600701093673706,-4457.0,2229.85,43.05,77.19,-0.40817103
2.638883590698242,-4463.0,-605.54,49.05,194.64,0.3781912
2.6790151596069336,-4408.0,1648.16,57.3,260.24,0.36941105
2.7199547290802,-4349.0,765.57,70.05,318.99,-0.27310866
2.7607924938201904,-4370.0,-2209.38,86.4,471.62,-0.68447345
2.799215793609619,-4442.0,-256.24,107.4,563.72,0.419081
2.8410189151763916,-4347.0,4595.59,133.2,676.8,0.6182879
2.8809680938720703,-4046.0,9127.62,164.1,775.44,0.80426776
2.920780658721924,-3617.0,11565.27,-163.65,831.75,0.7134434
2.9589500427246094,-3204.0,10350.32,-134.4,788.22,-0.15422563
2.9962501525878906,-2930.0,5683.72,-109.05,664.49,-0.43932414
3.0346977710723877,-2846.0,2385.01,-86.4,574.96,0.5935745
3.070735216140747,-2649.0,6860.78,-69.45,426.71,0.9210298
3.110523223876953,-2286.0,9731.76,-55.65,306.67,0.6293992
3.147923469543457,-2008.0,2652.29,-46.35,231.01,-0.8869012
3.1877756118774414,-2170.0,-6842.46,-34.95,262.85,-0.9854692
3.226189136505127,-2529.0,-10617.45,-24.9,232.77,-0.8702184
3.266002655029297,-2999.0,-12116.32,-15.6,230.21,-0.6669339
3.3037614822387695,-3301.0,-1552.26,-8.25,77.61,0.980796
3.3425962924957275,-3151.0,4721.84,-6.6,38.63,0.47688082
3.3811028003692627,-2898.0,8439.54,-6.75,0.0,0.9094104
3.4170479774475098,-2511.0,10848.29,-9.15,-97.88,0.734542
3.4550364017486572,-2242.0,1393.24,-11.1,13.06,-0.99115986
3.492194414138794,-2424.0,-7214.76,-8.55,62.92,-0.97781795
3.528066873550415,-2789.0,-11154.86,-4.95,98.43,-0.9387788
3.564544677734375,-3223.0,-12016.13,-0.3,145.16,-0.23952523
3.6011157035827637,-3492.0,-1130.43,1.95,-39.13,0.98525727
3.639348030090332,-3453.0,-2423.82,-0.15,-90.89,-0.90923053
3.6778838634490967,-3723.0,-9008.26,3.3,86.78,-0.9896186
3.7162792682647705,-3992.0,-1125.74,6.45,64.95,0.986378
3.7516677379608154,-3814.0,7007.77,5.1,-25.33,0.9865801
3.7887942790985107,-3445.0,11460.38,1.8,-61.39,0.94358134
3.828068256378174,-2941.0,12600.97,-2.4,-109.05,0.6651764
3.8660078048706055,-2614.0,2334.02,-5.4,-25.93,-0.98141634
3.9040446281433105,-2791.0,-7320.77,-3.0,50.49,-0.9690682
3.9429516792297363,-3156.0,-10837.44,1.05,110.84,-0.72638106
