Tiempo,Posición,Velocidad,Ángulo,Velocidad angular,Acción
0.0,-65.0,-4871.79,179.25,-64.1,-0.9690751
0.13512539863586426,-386.0,-10130.72,176.55,-73.53,-0.95974934
0.17489838600158691,-911.0,-12913.06,171.75,-108.28,-0.9297676
0.2174839973449707,-1485.0,-14599.69,167.25,-117.74,-0.8924115
0.2563338279724121,-2049.0,-15434.03,163.65,-94.01,-0.9039901
0.2964041233062744,-2701.0,-16363.08,160.8,-57.89,-0.903192
0.3375840187072754,-3360.0,-16521.87,159.15,-34.91,-0.86580557
0.37816691398620605,-4038.0,-16050.74,159.15,11.74,-0.7992194
0.41677117347717285,-4615.0,-15770.66,160.8,69.92,-0.6230892
0.4530770778656006,-5158.0,-13906.55,164.1,119.2,0.036491293
0.48984670639038086,-5234.0,1707.65,172.35,294.57,0.5845915
0.5270564556121826,-5016.0,7669.22,-176.25,300.1,0.8015758
0.5661561489105225,-4636.0,10660.81,-162.6,354.0,0.87109977
0.6063625812530518,-4153.0,12942.12,-149.55,301.45,0.9007516
0.6466071605682373,-3590.0,14441.29,-137.4,284.09,0.91359717
0.6882264614105225,-2970.0,15132.41,-128.4,200.98,0.9166949
0.7292976379394531,-2334.0,15772.87,-123.0,106.47,0.9179946
0.7692832946777344,-1729.0,15748.03,-121.65,11.81,0.8623762
0.8104143142700195,-1068.0,15885.5,-123.75,-94.37,0.830262
0.8487403392791748,-475.0,15683.81,-129.15,-176.44,0.7910548
0.8893394470214844,193.0,15336.46,-139.35,-281.69,0.8056486
0.9313790798187256,779.0,14448.61,-151.5,-339.74,0.41510314
0.9710652828216553,1298.0,11235.05,-166.95,-400.1,-0.21217465
1.0121710300445557,1594.0,2720.16,174.75,-497.28,-0.7598537
1.0528995990753174,1469.0,-5800.46,153.15,-559.33,-0.92372066
1.092562198638916,1078.0,-10691.32,130.2,-530.55,-0.9069758
1.1347696781158447,599.0,-12472.37,111.45,-438.11,-0.8174356
1.1742944717407227,82.0,-13274.34,96.3,-343.71,-0.71836805
1.2132768630981445,-463.0,-13672.5,85.8,-202.7,-0.6376385
1.2528297901153564,-1016.0,-13216.56,79.2,-119.43,-0.27356347
1.2935481071472168,-1510.0,-12193.15,77.4,-12.11,-0.22102167
1.3329839706420898,-2000.0,-12222.58,79.35,108.56,-0.6117519
1.3717832565307617,-2462.0,-12900.64,85.05,192.31,-0.613302
1.4095237255096436,-2959.0,-13016.72,95.1,295.83,-0.5523975
1.448437213897705,-3446.0,-12767.97,109.5,401.95,-0.49535167
1.485860824584961,-3864.0,-9980.68,127.2,507.08,0.1402605
1.5235824584960938,-4088.0,-2366.46,148.8,659.23,0.8948615
1.56022047996521,-3922.0,6719.11,175.2,749.75,0.9053883
1.6003057956695557,-3517.0,10918.08,-153.15,777.02,0.86782336
1.6407973766326904,-3056.0,10948.91,-122.85,702.16,0.59265184
1.680187463760376,-2657.0,9837.4,-97.95,597.56,0.47959146
1.7212004661560059,-2279.0,8911.05,-76.35,502.78,0.31460455
1.7599661350250244,-1990.0,5813.95,-59.7,379.17,-0.4586745
1.7995800971984863,-1966.0,-1637.37,-45.75,374.87,-0.6431037
1.8395142555236816,-2037.0,517.78,-32.55,310.67,0.71744066
1.8777189254760742,-1876.0,5197.68,-25.95,153.37,0.56066334
1.9173688888549805,-1714.0,868.36,-20.85,130.25,-0.806599
1.9583461284637451,-1870.0,-4366.44,-12.45,179.79,-0.311194
2.000540256500244,-1959.0,1819.13,-5.85,155.93,0.92091626
2.041179656982422,-1714.0,6629.74,-4.8,88.12,0.17380029
2.079798698425293,-1560.0,3188.56,-2.85,51.71,-0.338414
2.1157455444335938,-1510.0,606.17,0.0,90.92,-0.15207505
2.1523635387420654,-1476.0,1736.11,3.75,104.17,0.45398757
2.1924800872802734,-1397.0,1658.52,6.6,52.37,-0.08929792
2.2285125255584717,-1347.0,872.3,10.35,130.84,0.1625353
2.2676382064819336,-1337.0,-525.03,15.15,118.13,-0.50821763
2.302574396133423,-1455.0,-3687.82,22.35,257.29,-0.4541626
2.3422791957855225,-1619.0,-3583.62,32.1,243.17,-0.073168054
2.3832411766052246,-1726.0,-2489.7,43.35,309.07,-0.11705758
2.4197583198547363,-1796.0,-1723.54,55.5,361.94,-0.21148476
2.4575860500335693,-1838.0,-867.75,72.0,442.55,-0.2670451
2.4951064586639404,-1857.0,-517.96,91.2,556.8,-0.3131919
2.5302648544311523,-1859.0,0.0,113.4,659.71,-0.16566128
2.567406415939331,-1855.0,258.62,140.4,750.0,0.12377592
2.606424570083618,-1845.0,258.44,170.4,801.17,0.42729896
2.645435094833374,-1715.0,3942.95,-156.45,817.95,0.5900651
2.6854279041290283,-1560.0,3550.9,-125.4,760.91,0.37510407
2.726179838180542,-1458.0,1698.37,-97.5,649.63,0.0007798223
2.764317750930786,-1398.0,2562.35,-76.05,538.09,0.66986275
2.803035020828247,-1236.0,4646.84,-57.9,418.22,0.42726165
2.8404414653778076,-1057.0,4546.99,-44.1,341.02,-0.01906809
2.8772943019866943,-926.0,3077.98,-32.7,282.15,-0.24440247
2.9167776107788086,-867.0,0.0,-22.05,274.49,-0.31746778
2.9557442665100098,-908.0,-1636.8,-11.7,258.44,-0.35353297
2.9944851398468018,-981.0,-1983.44,-2.7,245.77,-0.2126263
3.0292136669158936,-1057.0,-2427.18,6.3,234.05,-0.35500437
3.066025733947754,-1167.0,-3160.23,15.75,269.05,-0.35070544
3.105384111404419,-1285.0,-2985.33,26.85,332.65,-0.20335917
3.1397032737731934,-1379.0,-2325.18,39.45,361.69,-0.13043927
3.1777050495147705,-1447.0,-1381.69,53.85,414.51,-0.18834998
3.2165465354919434,-1474.0,-515.29,70.95,489.52,-0.23906757
3.2532033920288086,-1479.0,-86.39,93.15,609.02,-0.32056198
3.292388677597046,-1480.0,-86.6,119.55,714.41,-0.29232526
3.33070969581604,-1479.0,0.0,147.45,793.09,-0.050559156
3.3701183795928955,-1480.0,0.0,-179.7,824.18,0.056163173
3.410386323928833,-1482.0,-170.94,-147.9,807.69,0.49541909
3.4497487545013428,-1408.0,2213.9,-118.35,728.03,0.49548852
3.487077474594116,-1331.0,1954.45,-93.45,637.32,0.34043857
3.5243728160858154,-1231.0,3712.45,-72.3,518.9,0.6230757
3.5619277954101562,-1060.0,4632.75,-55.35,404.31,0.17284074
3.5992116928100586,-924.0,2991.45,-40.05,358.97,-0.16453668
3.639951229095459,-833.0,1645.88,-27.45,324.84,-0.37750793
3.675723075866699,-874.0,-2141.14,-16.35,308.32,-0.51566166
3.715104579925537,-1023.0,-3660.2,-3.45,306.44,-0.2584294
3.753553628921509,-1139.0,-2978.22,7.5,306.33,-0.084214725
3.792139768600464,-1238.0,-2654.11,19.2,295.38,-0.3039697
3.829857110977173,-1336.0,-2566.73,31.05,372.18,-0.2369052
3.865328550338745,-1408.0,-1809.72,44.85,387.8,-0.13859315
3.9025919437408447,-1449.0,-867.75,61.65,468.59,-0.21755318
3.9403109550476074,-1470.0,-258.71,81.15,582.1,-0.26591292
3.9772961139678955,-1470.0,0.0,104.4,664.99,-0.2829955
4.011911869049072,-1470.0,0.0,129.6,753.7,-0.24903667
4.047281265258789,-1470.0,0.0,157.5,826.34,-0.07665369
4.08339262008667,-1471.0,0.0,-172.05,828.73,-0.1503867
4.1230738162994385,-1478.0,339.44,-139.95,801.93,0.48793203
4.161005735397339,-1437.0,680.97,-111.75,727.78,0.22657841
4.200262069702148,-1435.0,0.0,-85.5,605.9,0.30054784
4.240973472595215,-1377.0,3480.48,-64.65,483.87,0.8082368
4.27879524230957,-1118.0,5980.46,-47.4,328.5,0.116446994
4.3207783699035645,-923.0,3512.68,-33.75,295.58,-0.5123214
4.365549802780151,-974.0,-1814.1,-19.35,298.03,-0.36058876
4.407959938049316,-1088.0,-2403.02,-5.4,283.21,-0.22157207
4.456286430358887,-1194.0,-2571.13,7.05,282.82,-0.33205286
4.502806663513184,-1323.0,-3161.31,19.95,281.95,-0.3593708
4.544491529464722,-1440.0,-2573.78,33.6,373.2,-0.16973251
4.584630250930786,-1516.0,-1453.99,49.65,397.71,-0.12742403
4.626537561416626,-1544.0,-172.71,72.3,505.18,-0.23308158
4.675222396850586,-1546.0,-87.14,100.2,640.47,-0.32319492
4.722710132598877,-1545.0,0.0,135.6,779.32,-0.24234836
4.769999742507935,-1546.0,-86.39,167.1,829.3,-0.16560726
4.8113181591033936,-1548.0,-174.58,-155.4,837.99,0.102903515
